userid,transaction_count,total_spend,preferred_currency_code,dominant_region,dominant_card_type,favorite_category_text,dominant_time_of_day,dominant_day_type,spend_profile,top_risk_tags,user_text_summary
U000778,4,3177.74,USD,NA,credit card,fuel and convenience,evening,weekday,high-value,"travel-related, everyday consumer spend, very high-value","User U000778 shows a high-value spending profile across 4 transactions totaling 3177.74 USD. The user most often transacts in NA with credit card payments, favors fuel and convenience, and is most active during evening weekday periods. Common patterns include travel-related, everyday consumer spend, very high-value."
U000779,4,3557.55,EUR,EMEA,credit card,grocery retail,late-night,weekday,high-value,"everyday consumer spend, very high-value, cash-like financial services","User U000779 shows a high-value spending profile across 4 transactions totaling 3557.55 EUR. The user most often transacts in EMEA with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, very high-value, cash-like financial services."
U000780,4,1205.79,USD,NA,credit card,lodging and hospitality,afternoon,weekend,mid-value,"weekend spend, travel-related, high-value","User U000780 shows a mid-value spending profile across 4 transactions totaling 1205.79 USD. The user most often transacts in NA with credit card payments, favors lodging and hospitality, and is most active during afternoon weekend periods. Common patterns include weekend spend, travel-related, high-value."
U000781,4,4472.64,EUR,EMEA,credit card,education services,morning,weekend,high-value,"weekend spend, high-value, digital recurring","User U000781 shows a high-value spending profile across 4 transactions totaling 4472.64 EUR. The user most often transacts in EMEA with credit card payments, favors education services, and is most active during morning weekend periods. Common patterns include weekend spend, high-value, digital recurring."
U000782,6,3485.97,USD,APAC,credit card,quick service dining,evening,weekday,high-value,"weekend spend, everyday consumer spend, high-value","User U000782 shows a high-value spending profile across 6 transactions totaling 3485.97 USD. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during evening weekday periods. Common patterns include weekend spend, everyday consumer spend, high-value."
U000783,8,10785.43,EUR,EMEA,credit card,fuel and convenience,late-night,weekday,high-value,"very high-value, late-night activity, high-value","User U000783 shows a high-value spending profile across 8 transactions totaling 10785.43 EUR. The user most often transacts in EMEA with credit card payments, favors fuel and convenience, and is most active during late-night weekday periods. Common patterns include very high-value, late-night activity, high-value."
U000784,8,8199.14,EUR,EMEA,credit card,grocery retail,late-night,weekday,high-value,"high-value, prepaid instrument, weekend spend","User U000784 shows a high-value spending profile across 8 transactions totaling 8199.14 EUR. The user most often transacts in EMEA with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include high-value, prepaid instrument, weekend spend."
U000785,5,7659.51,USD,NA,debit card,consumer electronics,late-night,weekday,high-value,"high-value, weekend spend, late-night activity","User U000785 shows a high-value spending profile across 5 transactions totaling 7659.51 USD. The user most often transacts in NA with debit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include high-value, weekend spend, late-night activity."
U000786,7,6727.92,GBP,EMEA,credit card,fashion retail,late-night,weekday,high-value,"late-night activity, weekend spend, high-value","User U000786 shows a high-value spending profile across 7 transactions totaling 6727.92 GBP. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, high-value."
U000787,8,10164.24,CAD,NA,credit card,quick service dining,evening,weekday,high-value,"high-value, weekend spend, prepaid instrument","User U000787 shows a high-value spending profile across 8 transactions totaling 10164.24 CAD. The user most often transacts in NA with credit card payments, favors quick service dining, and is most active during evening weekday periods. Common patterns include high-value, weekend spend, prepaid instrument."
U000788,5,13098.52,AED,MEA,credit card,education services,late-night,weekday,very high-value,"very high-value, late-night activity, weekend spend","User U000788 shows a very high-value spending profile across 5 transactions totaling 13098.52 AED. The user most often transacts in MEA with credit card payments, favors education services, and is most active during late-night weekday periods. Common patterns include very high-value, late-night activity, weekend spend."
U000789,3,848.7,EUR,EMEA,credit card,fashion retail,late-night,weekday,mid-value,"everyday consumer spend, travel-related, weekend spend","User U000789 shows a mid-value spending profile across 3 transactions totaling 848.7 EUR. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, travel-related, weekend spend."
