tran_sequence_number,Transaction_Amount,userid,transaction_time,transaction_date,transaction_currency_code,merchant_name,merchant_city,merchant_id,card_type,latitude,longitude,merchant_category_code,merchant_country_code,merchant_country,merchant_region_code,ICA_code,issr_id,acquirer_id,transaction_narration
TXN20250101004531,87,U000429,05:15:03,2025-01-01,JPY,FreshMart Osaka 123,Osaka,MJP00123,CREDIT,34.726155,135.516867,5411,JP,Japan,APAC,100123,ISSR_JP_174,ACQ_APAC_703,In-store grocery payment to FreshMart Osaka in Osaka for ¥87 on 1 Jan 2025.
TXN20250211004532,3014.34,U000090,03:50:46,2025-02-11,EUR,EduPrime Paris 192,Paris,MFR00192,CREDIT,48.832161,2.334183,8220,FR,France,EMEA,100192,ISSR_FR_229,ACQ_EMEA_501,"Education payment to EduPrime Paris, Paris — €3,014.34 on 11 Feb 2025. Invoice: SU572F08."
TXN20250205004533,47.0,U000484,19:04:07,2025-02-05,INR,PharmaDirect Mumbai 211,Mumbai,MIN00211,DEBIT,19.086802,72.855889,5912,IN,India,APAC,100211,ISSR_IN_302,ACQ_APAC_702,Wellness & pharmacy: PharmaDirect Mumbai · Mumbai · INR47 · 5 Feb 2025.
TXN20250322004534,96.96,U000388,15:23:42,2025-03-22,GBP,PharmaDirect London 132,London,MGB00132,CREDIT,51.487699,-0.138879,5912,GB,United Kingdom,EMEA,100132,ISSR_GB_224,ACQ_EMEA_502,Wellness & pharmacy: PharmaDirect London · London · £96.96 · 22 Mar 2025.
TXN20250228004535,56.43,U000397,20:07:41,2025-02-28,EUR,MetroFuel Amsterdam 078,Amsterdam,MNL00078,DEBIT,52.375717,4.888246,5541,NL,Netherlands,EMEA,100078,ISSR_NL_255,ACQ_EMEA_502,€56.43 Debit payment at MetroFuel Amsterdam (Amsterdam) fuel station.
TXN20250119004536,190.26,U000554,19:16:00,2025-01-19,CAD,PharmaDirect Vancouver 143,Vancouver,MCA00143,CREDIT,49.292228,-123.086534,5912,CA,Canada,NA,100143,ISSR_CA_214,ACQ_NA_403,Wellness & pharmacy: PharmaDirect Vancouver · Vancouver · CA$190.26 · 19 Jan 2025.
TXN20250227004537,160,U000462,12:17:37,2025-02-27,JPY,FreshMart Osaka 137,Osaka,MJP00137,CREDIT,34.729648,135.479201,5411,JP,Japan,APAC,100137,ISSR_JP_287,ACQ_APAC_701,Supermarket spend: FreshMart Osaka · Osaka · ¥160 · 27 Feb 2025 · Swipe.
TXN20250310004538,5310,U000274,08:31:37,2025-03-10,JPY,EduPrime Osaka 158,Osaka,MJP00158,CREDIT,34.662886,135.534417,8220,JP,Japan,APAC,100158,ISSR_JP_287,ACQ_APAC_701,"Tuition/course fee: EduPrime Osaka · Osaka · ¥5,310 · 10 Mar 2025."
TXN20250304004539,133.4,U000493,12:50:50,2025-03-04,AED,MetroFuel Dubai 073,Dubai,MAE00073,DEBIT,25.168189,55.294375,5541,AE,United Arab Emirates,MEA,100073,ISSR_AE_152,ACQ_MEA_601,AED133.40 Debit payment at MetroFuel Dubai (Dubai) fuel station.
TXN20250319004540,49.86,U000232,21:45:14,2025-03-19,EUR,PharmaDirect Paris 177,Paris,MFR00177,CREDIT,48.851942,2.361017,5912,FR,France,EMEA,100177,ISSR_FR_229,ACQ_EMEA_502,"Pharmacy purchase at PharmaDirect Paris, Paris — €49.86 on 19 Mar 2025."
TXN20250317004541,254.57,U000574,02:10:25,2025-03-17,EUR,MediCare Plus Paris 212,Paris,MFR00212,CREDIT,48.844046,2.367374,8099,FR,France,EMEA,100212,ISSR_FR_229,ACQ_EMEA_501,"Clinic/hospital charge from MediCare Plus Paris, Paris — €254.57 — 17 Mar 2025."
TXN20250219004542,95.0,U000493,06:04:57,2025-02-19,INR,PharmaDirect Mumbai 203,Mumbai,MIN00203,CREDIT,19.081353,72.900394,5912,IN,India,APAC,100203,ISSR_IN_302,ACQ_APAC_701,Wellness & pharmacy: PharmaDirect Mumbai · Mumbai · INR95 · 19 Feb 2025.
TXN20250313004543,160.0,U000322,17:18:58,2025-03-13,INR,MetroFuel Bengaluru 082,Bengaluru,MIN00082,CREDIT,12.958941,77.568057,5541,IN,India,APAC,100082,ISSR_IN_302,ACQ_APAC_701,"Forecourt transaction at MetroFuel Bengaluru, Bengaluru — INR160 — 13 Mar 2025."
TXN20250128004544,83.61,U000009,06:52:33,2025-01-28,GBP,UrbanTable London 219,London,MGB00219,PREPAID,51.472821,-0.101593,5812,GB,United Kingdom,EMEA,100219,ISSR_GB_118,ACQ_EMEA_503,Restaurant bill: UrbanTable London · London · £83.61 · 28 Jan 2025.
TXN20250110004545,104.69,U000343,01:58:07,2025-01-10,GBP,UrbanTable London 219,London,MGB00219,CREDIT,51.487638,-0.1356,5812,GB,United Kingdom,EMEA,100219,ISSR_GB_118,ACQ_EMEA_503,£104.69 food & beverage charge at UrbanTable London (London) on 10 Jan 2025.
TXN20250218004546,196.0,U000691,19:51:09,2025-02-18,INR,MediCare Plus Bengaluru 152,Bengaluru,MIN00152,CREDIT,13.007106,77.630549,8099,IN,India,APAC,100152,ISSR_IN_302,ACQ_APAC_703,INR196 charged for health & medical services at MediCare Plus Bengaluru (Bengaluru) on 18 Feb 2025.
TXN20250206004547,64.1,U000028,11:03:01,2025-02-06,USD,UrbanTable New York 057,New York,MUS00057,CREDIT,40.721551,-73.977144,5812,US,United States,NA,100057,ISSR_US_319,ACQ_NA_401,Restaurant bill: UrbanTable New York · New York · $64.10 · 6 Feb 2025.
TXN20250309004548,1710.63,U000770,16:43:16,2025-03-09,CAD,FinServe Online Vancouver 196,Vancouver,MCA00196,CREDIT,49.253486,-123.151103,6012,CA,Canada,NA,100196,ISSR_CA_110,ACQ_NA_403,"Financial services payment to FinServe Online Vancouver (Vancouver) — CA$1,710.63 on 9 Mar 2025. Ref: 8ZOVS32YKC."
TXN20250313004549,116.19,U000590,05:08:32,2025-03-13,CAD,MetroFuel Toronto 044,Toronto,MCA00044,DEBIT,43.689983,-79.393832,5541,CA,Canada,NA,100044,ISSR_CA_110,ACQ_NA_403,"Fuel & convenience purchase at MetroFuel Toronto, Toronto — CA$116.19 on 13 Mar 2025. Ref: P9JXI9."
TXN20250109004550,85.54,U000360,02:42:44,2025-01-09,GBP,MetroFuel London 168,London,MGB00168,CREDIT,51.522866,-0.14684,5541,GB,United Kingdom,EMEA,100168,ISSR_GB_118,ACQ_EMEA_501,"Forecourt transaction at MetroFuel London, London — £85.54 — 9 Jan 2025."
TXN20250121004551,95.47,U000199,02:14:32,2025-01-21,USD,MetroFuel New York 190,New York,MUS00190,CREDIT,40.675015,-74.009856,5541,US,United States,NA,100190,ISSR_US_205,ACQ_NA_401,"Fuel & convenience purchase at MetroFuel New York, New York — $95.47 on 21 Jan 2025. Ref: P98SNL."
TXN20250320004552,1261.0,U000047,15:46:40,2025-03-20,INR,CloudStay Mumbai 184,Mumbai,MIN00184,CREDIT,19.045077,72.865342,7011,IN,India,APAC,100184,ISSR_IN_302,ACQ_APAC_701,"Accommodation: CloudStay Mumbai · Mumbai · INR1,261 · 20 Mar 2025."
TXN20250303004553,34.36,U000283,08:50:52,2025-03-03,USD,FreshMart San Francisco 139,San Francisco,MUS00139,CREDIT,37.773001,-122.445481,5411,US,United States,NA,100139,ISSR_US_205,ACQ_NA_402,In-store grocery payment to FreshMart San Francisco in San Francisco for $34.36 on 3 Mar 2025.
TXN20250111004554,149.26,U000385,09:42:38,2025-01-11,GBP,PharmaDirect London 132,London,MGB00132,CREDIT,51.472447,-0.143868,5912,GB,United Kingdom,EMEA,100132,ISSR_GB_224,ACQ_EMEA_502,"Pharmacy purchase at PharmaDirect London, London — £149.26 on 11 Jan 2025."
TXN20250314004555,875.88,U000448,17:03:13,2025-03-14,USD,ElectroHub New York 086,New York,MUS00086,CREDIT,40.740481,-74.019887,5732,US,United States,NA,100086,ISSR_US_319,ACQ_NA_402,Consumer electronics: ElectroHub New York · New York · $875.88 · 14 Mar 2025. Ref: GOAPADJX.
TXN20250326004556,150.23,U000760,17:31:27,2025-03-26,USD,MediCare Plus San Francisco 166,San Francisco,MUS00166,CREDIT,37.755781,-122.432073,8099,US,United States,NA,100166,ISSR_US_319,ACQ_NA_403,$150.23 charged for health & medical services at MediCare Plus San Francisco (San Francisco) on 26 Mar 2025.
TXN20250122004557,12,U000427,20:28:52,2025-01-22,JPY,StreamSphere Tokyo 215,Tokyo,MJP00215,CREDIT,35.694399,139.658885,4899,JP,Japan,APAC,100215,ISSR_JP_287,ACQ_APAC_703,¥12 deducted for StreamSphere Tokyo digital subscription on 22 Jan 2025.
TXN20250227004558,13.67,U000147,03:25:47,2025-02-27,EUR,StreamSphere Berlin 052,Berlin,MDE00052,CREDIT,52.549146,13.399045,4899,DE,Germany,EMEA,100052,ISSR_DE_238,ACQ_EMEA_502,Digital subscription charge from StreamSphere Berlin (Berlin) — €13.67 on 27 Feb 2025.
TXN20250118004559,1061.78,U000177,08:28:04,2025-01-18,USD,ElectroHub New York 086,New York,MUS00086,CREDIT,40.706829,-74.000019,5732,US,United States,NA,100086,ISSR_US_319,ACQ_NA_402,"Electronics purchase at ElectroHub New York, New York — $1,061.78 via online on 18 Jan 2025."
TXN20250301004560,10.38,U000510,01:10:49,2025-03-01,GBP,QuickBite Manchester 064,Manchester,MGB00064,CREDIT,53.520138,-2.238681,5814,GB,United Kingdom,EMEA,100064,ISSR_GB_224,ACQ_EMEA_501,"Dining at QuickBite Manchester, Manchester — £10.38 via contactless on 1 Mar 2025."
TXN20250325004561,24.35,U000753,14:23:27,2025-03-25,AUD,RideNow Melbourne 186,Melbourne,MAU00186,CREDIT,-37.776674,144.995391,4121,AU,Australia,APAC,100186,ISSR_AU_276,ACQ_APAC_702,"A$24.35 transport payment via RideNow Melbourne, Melbourne, on 25 Mar 2025."
TXN20250111004562,6.29,U000812,10:44:32,2025-01-11,USD,StreamSphere Chicago 153,Chicago,MUS00153,CREDIT,41.843761,-87.590264,4899,US,United States,NA,100153,ISSR_US_101,ACQ_NA_402,Monthly plan renewal: StreamSphere Chicago · $6.29 · 11 Jan 2025. Sub ref: IIHE1J.
TXN20250326004563,1679.0,U000499,02:07:15,2025-03-26,INR,SkyJet Travel Bengaluru 009,Bengaluru,MIN00009,CREDIT,12.987637,77.620271,4511,IN,India,APAC,100009,ISSR_IN_188,ACQ_APAC_702,"Airline ticket: SkyJet Travel Bengaluru · INR1,679 · 26 Mar 2025 · Booking ref M0CU2T."
TXN20250321004564,20.48,U000656,08:30:55,2025-03-21,CAD,QuickBite Toronto 019,Toronto,MCA00019,DEBIT,43.669465,-79.408483,5814,CA,Canada,NA,100019,ISSR_CA_110,ACQ_NA_403,"Dining at QuickBite Toronto, Toronto — CA$20.48 via ATM withdrawal on 21 Mar 2025."
TXN20250221004565,23,U000509,19:01:59,2025-02-21,JPY,QuickBite Tokyo 144,Tokyo,MJP00144,CREDIT,35.712806,139.662156,5814,JP,Japan,APAC,100144,ISSR_JP_174,ACQ_APAC_701,"Food & drink purchase at QuickBite Tokyo, Tokyo — ¥23 — 21 Feb 2025. Ref: 2GS4YE."
TXN20250323004566,5171,U000765,00:02:20,2025-03-23,JPY,EduPrime Osaka 158,Osaka,MJP00158,CREDIT,34.693373,135.526787,8220,JP,Japan,APAC,100158,ISSR_JP_287,ACQ_APAC_701,"¥5,171 charged by EduPrime Osaka (Osaka) for educational services on 23 Mar 2025."
TXN20250221004567,1337.39,U000371,05:54:29,2025-02-21,EUR,ElectroHub Paris 042,Paris,MFR00042,CREDIT,48.837765,2.383224,5732,FR,France,EMEA,100042,ISSR_FR_229,ACQ_EMEA_502,"Electronics purchase at ElectroHub Paris, Paris — €1,337.39 via contactless on 21 Feb 2025."
TXN20250120004568,80.07,U000482,17:32:54,2025-01-20,GBP,FreshMart Manchester 163,Manchester,MGB00163,CREDIT,53.442213,-2.225388,5411,GB,United Kingdom,EMEA,100163,ISSR_GB_224,ACQ_EMEA_502,£80.07 charged to your Credit card at FreshMart Manchester (Manchester) on 20 Jan 2025. Ref: 3YGB1RV3.
TXN20250307004569,982.46,U000717,16:18:13,2025-03-07,USD,SkyJet Travel Chicago 079,Chicago,MUS00079,CREDIT,41.88125,-87.602786,4511,US,United States,NA,100079,ISSR_US_101,ACQ_NA_401,Airline ticket: SkyJet Travel Chicago · $982.46 · 7 Mar 2025 · Booking ref USKB68.
TXN20250208004570,1259.14,U000831,12:39:22,2025-02-08,GBP,Luxura Retail Manchester 094,Manchester,MGB00094,PREPAID,53.476368,-2.268344,5651,GB,United Kingdom,EMEA,100094,ISSR_GB_118,ACQ_EMEA_501,"£1,259.14 charged to your Prepaid card at Luxura Retail Manchester (Manchester)."
TXN20250329004571,227.29,U000810,00:08:08,2025-03-29,AUD,MarketSquare Sydney 089,Sydney,MAU00089,DEBIT,-33.846273,151.188913,5311,AU,Australia,APAC,100089,ISSR_AU_276,ACQ_APAC_702,In-store purchase at MarketSquare Sydney (Sydney) — A$227.29 — 29 Mar 2025.
TXN20250225004572,467.58,U000047,02:19:13,2025-02-25,GBP,Luxura Retail Manchester 094,Manchester,MGB00094,CREDIT,53.476829,-2.223733,5651,GB,United Kingdom,EMEA,100094,ISSR_GB_118,ACQ_EMEA_501,£467.58 charged to your Credit card at Luxura Retail Manchester (Manchester).
TXN20250213004573,285.94,U000384,16:01:07,2025-02-13,AUD,MarketSquare Melbourne 149,Melbourne,MAU00149,CREDIT,-37.817305,144.945753,5311,AU,Australia,APAC,100149,ISSR_AU_276,ACQ_APAC_701,General retail: MarketSquare Melbourne · Melbourne · A$285.94 · 13 Feb 2025. Ref: 4XMALU.
TXN20250124004574,168.0,U000837,17:31:04,2025-01-24,INR,PharmaDirect Bengaluru 180,Bengaluru,MIN00180,CREDIT,12.965831,77.570611,5912,IN,India,APAC,100180,ISSR_IN_302,ACQ_APAC_702,Over-the-counter purchase at PharmaDirect Bengaluru (Bengaluru) — INR168 — 24 Jan 2025.
TXN20250112004575,1804.83,U000367,00:02:06,2025-01-12,EUR,EduPrime Amsterdam 161,Amsterdam,MNL00161,CREDIT,52.339794,4.916173,8220,NL,Netherlands,EMEA,100161,ISSR_NL_255,ACQ_EMEA_503,"Education payment to EduPrime Amsterdam, Amsterdam — €1,804.83 on 12 Jan 2025. Invoice: RDWRKQYU."
TXN20250102004576,731,U000375,05:45:49,2025-01-02,JPY,SkyJet Travel Tokyo 097,Tokyo,MJP00097,CREDIT,35.685589,139.683566,4511,JP,Japan,APAC,100097,ISSR_JP_287,ACQ_APAC_703,"¥731 deducted for air travel via SkyJet Travel Tokyo, Tokyo, on 2 Jan 2025."
TXN20250320004577,194,U000027,10:03:57,2025-03-20,JPY,MediCare Plus Tokyo 026,Tokyo,MJP00026,CREDIT,35.69451,139.650472,8099,JP,Japan,APAC,100026,ISSR_JP_287,ACQ_APAC_703,"Clinic/hospital charge from MediCare Plus Tokyo, Tokyo — ¥194 — 20 Mar 2025."
TXN20250225004578,11.8,U000006,15:20:58,2025-02-25,EUR,StreamSphere Amsterdam 169,Amsterdam,MNL00169,CREDIT,52.380574,4.921293,4899,NL,Netherlands,EMEA,100169,ISSR_NL_149,ACQ_EMEA_501,€11.80 deducted for StreamSphere Amsterdam digital subscription on 25 Feb 2025.
TXN20250208004579,23.3,U000392,11:01:47,2025-02-08,AUD,QuickBite Melbourne 005,Melbourne,MAU00005,CREDIT,-37.780113,144.968018,5814,AU,Australia,APAC,100005,ISSR_AU_276,ACQ_APAC_701,"Dining at QuickBite Melbourne, Melbourne — A$23.30 via chip & PIN on 8 Feb 2025."
TXN20250108004580,9.58,U000787,18:07:40,2025-01-08,AUD,QuickBite Sydney 075,Sydney,MAU00075,CREDIT,-33.896402,151.201496,5814,AU,Australia,APAC,100075,ISSR_AU_163,ACQ_APAC_703,Restaurant bill: QuickBite Sydney · Sydney · A$9.58 · 8 Jan 2025.
TXN20250213004581,668.07,U000032,04:41:22,2025-02-13,EUR,ElectroHub Berlin 048,Berlin,MDE00048,CREDIT,52.493711,13.40876,5732,DE,Germany,EMEA,100048,ISSR_DE_132,ACQ_EMEA_502,"€668.07 Credit payment at ElectroHub Berlin electronics store, Berlin."
TXN20250315004582,495.56,U000763,04:35:56,2025-03-15,USD,ElectroHub Chicago 171,Chicago,MUS00171,CREDIT,41.857639,-87.638393,5732,US,United States,NA,100171,ISSR_US_101,ACQ_NA_403,High-value electronics charge at ElectroHub Chicago (Chicago) — $495.56 — 15 Mar 2025.
TXN20250217004583,17.45,U000045,16:57:28,2025-02-17,EUR,StreamSphere Berlin 197,Berlin,MDE00197,CREDIT,52.512731,13.377527,4899,DE,Germany,EMEA,100197,ISSR_DE_132,ACQ_EMEA_501,€17.45 deducted for StreamSphere Berlin digital subscription on 17 Feb 2025.
TXN20250111004584,7.08,U000574,05:29:36,2025-01-11,USD,StreamSphere Chicago 153,Chicago,MUS00153,CREDIT,41.879604,-87.593697,4899,US,United States,NA,100153,ISSR_US_101,ACQ_NA_402,Monthly plan renewal: StreamSphere Chicago · $7.08 · 11 Jan 2025. Sub ref: QCLJXC.
TXN20250114004585,216.33,U000572,02:53:17,2025-01-14,HKD,ElectroHub Hong Kong 091,Hong Kong,MHK00091,DEBIT,22.300509,114.186073,5732,HK,Hong Kong,APAC,100091,ISSR_HK_294,ACQ_APAC_703,"HKD216.33 Debit payment at ElectroHub Hong Kong electronics store, Hong Kong."
TXN20250226004586,79.0,U000682,15:49:34,2025-02-26,INR,PharmaDirect Mumbai 113,Mumbai,MIN00113,DEBIT,19.060352,72.842675,5912,IN,India,APAC,100113,ISSR_IN_188,ACQ_APAC_702,Wellness & pharmacy: PharmaDirect Mumbai · Mumbai · INR79 · 26 Feb 2025.
TXN20250303004587,320.19,U000640,04:18:12,2025-03-03,EUR,ElectroHub Madrid 100,Madrid,MES00100,CREDIT,40.42,-3.720179,5732,ES,Spain,EMEA,100100,ISSR_ES_145,ACQ_EMEA_502,High-value electronics charge at ElectroHub Madrid (Madrid) — €320.19 — 3 Mar 2025.
TXN20250317004588,225.39,U000115,09:40:52,2025-03-17,USD,MediCare Plus Chicago 023,Chicago,MUS00023,CREDIT,41.86648,-87.617836,8099,US,United States,NA,100023,ISSR_US_205,ACQ_NA_403,$225.39 charged for health & medical services at MediCare Plus Chicago (Chicago) on 17 Mar 2025.
TXN20250316004589,1174.13,U000767,20:03:34,2025-03-16,EUR,Luxura Retail Madrid 087,Madrid,MES00087,CREDIT,40.430776,-3.674185,5651,ES,Spain,EMEA,100087,ISSR_ES_145,ACQ_EMEA_503,"Fashion & apparel purchase at Luxura Retail Madrid, Madrid — €1,174.13 via tap-to-pay on 16 Mar 2025."
TXN20250313004590,113.03,U000465,13:09:54,2025-03-13,AUD,MetroFuel Sydney 172,Sydney,MAU00172,DEBIT,-33.858493,151.219873,5541,AU,Australia,APAC,100172,ISSR_AU_276,ACQ_APAC_701,A$113.03 Debit payment at MetroFuel Sydney (Sydney) fuel station.
TXN20250216004591,2333.25,U000767,23:21:08,2025-02-16,EUR,FinServe Online Amsterdam 051,Amsterdam,MNL00051,CREDIT,52.371905,4.900143,6012,NL,Netherlands,EMEA,100051,ISSR_NL_149,ACQ_EMEA_502,"€2,333.25 cash-equivalent transaction via FinServe Online Amsterdam, Amsterdam, on 16 Feb 2025. Ref: N29MRQVD7X."
TXN20250318004592,66.03,U000071,01:27:49,2025-03-18,EUR,RideNow Berlin 146,Berlin,MDE00146,PREPAID,52.534996,13.370689,4121,DE,Germany,EMEA,100146,ISSR_DE_238,ACQ_EMEA_501,Ride & transport: RideNow Berlin (Berlin) — €66.03 on 18 Mar 2025.
TXN20250327004593,1255.9,U000062,00:30:11,2025-03-27,EUR,ElectroHub Madrid 066,Madrid,MES00066,CREDIT,40.387152,-3.73163,5732,ES,Spain,EMEA,100066,ISSR_ES_241,ACQ_EMEA_502,"€1,255.90 Credit payment at ElectroHub Madrid electronics store, Madrid."
TXN20250120004594,1109.05,U000444,09:47:33,2025-01-20,AED,Luxura Retail Dubai 035,Dubai,MAE00035,DEBIT,25.182133,55.276078,5651,AE,United Arab Emirates,MEA,100035,ISSR_AE_152,ACQ_MEA_602,"In-store fashion purchase at Luxura Retail Dubai, Dubai — AED1,109.05 on 20 Jan 2025."
TXN20250307004595,56.61,U000475,16:43:33,2025-03-07,AUD,RideNow Melbourne 186,Melbourne,MAU00186,DEBIT,-37.781599,144.999547,4121,AU,Australia,APAC,100186,ISSR_AU_276,ACQ_APAC_702,Local transport: RideNow Melbourne · Melbourne · A$56.61 · 7 Mar 2025. Ref: X2YP7V.
TXN20250105004596,1412.0,U000807,15:52:59,2025-01-05,INR,CloudStay Mumbai 184,Mumbai,MIN00184,CREDIT,19.10877,72.868156,7011,IN,India,APAC,100184,ISSR_IN_302,ACQ_APAC_701,"Lodging payment to CloudStay Mumbai (Mumbai) of INR1,412 on 5 Jan 2025 — Ref: LQII1EJ."
TXN20250318004597,20.88,U000843,21:05:42,2025-03-18,HKD,QuickBite Hong Kong 159,Hong Kong,MHK00159,DEBIT,22.352038,114.163661,5814,HK,Hong Kong,APAC,100159,ISSR_HK_294,ACQ_APAC_703,HKD20.88 food & beverage charge at QuickBite Hong Kong (Hong Kong) on 18 Mar 2025.
TXN20250221004598,210,U000671,10:40:51,2025-02-21,JPY,MediCare Plus Osaka 214,Osaka,MJP00214,CREDIT,34.682331,135.503913,8099,JP,Japan,APAC,100214,ISSR_JP_287,ACQ_APAC_702,"Medical services at MediCare Plus Osaka, Osaka — ¥210 on 21 Feb 2025."
TXN20250204004599,965.84,U000050,12:17:34,2025-02-04,HKD,Luxura Retail Hong Kong 010,Hong Kong,MHK00010,CREDIT,22.355581,114.134125,5651,HK,Hong Kong,APAC,100010,ISSR_HK_294,ACQ_APAC_703,Retail clothing: Luxura Retail Hong Kong · Hong Kong · HKD965.84 · 4 Feb 2025. Ref: 41W4S6.
TXN20250119004600,788.01,U000034,07:56:26,2025-01-19,EUR,CloudStay Amsterdam 039,Amsterdam,MNL00039,CREDIT,52.343167,4.927955,7011,NL,Netherlands,EMEA,100039,ISSR_NL_149,ACQ_EMEA_501,Lodging payment to CloudStay Amsterdam (Amsterdam) of €788.01 on 19 Jan 2025 — Ref: J8UWOWK.
TXN20250127004601,1617.59,U000469,20:50:11,2025-01-27,USD,CloudStay San Francisco 047,San Francisco,MUS00047,CREDIT,37.759987,-122.442204,7011,US,United States,NA,100047,ISSR_US_205,ACQ_NA_403,"Lodging payment to CloudStay San Francisco (San Francisco) of $1,617.59 on 27 Jan 2025 — Ref: YUMNQIZ."
TXN20250206004602,67.89,U000370,06:48:37,2025-02-06,GBP,FreshMart Manchester 069,Manchester,MGB00069,PREPAID,53.478201,-2.275989,5411,GB,United Kingdom,EMEA,100069,ISSR_GB_118,ACQ_EMEA_503,In-store grocery payment to FreshMart Manchester in Manchester for £67.89 on 6 Feb 2025.
TXN20250322004603,95.33,U000245,09:11:39,2025-03-22,EUR,UrbanTable Paris 122,Paris,MFR00122,DEBIT,48.841463,2.360348,5812,FR,France,EMEA,100122,ISSR_FR_229,ACQ_EMEA_502,"Dining at UrbanTable Paris, Paris — €95.33 via direct debit on 22 Mar 2025."
TXN20250107004604,4582.7,U000753,10:44:32,2025-01-07,EUR,FinServe Online Amsterdam 167,Amsterdam,MNL00167,CREDIT,52.374548,4.883553,6012,NL,Netherlands,EMEA,100167,ISSR_NL_255,ACQ_EMEA_502,"Financial services payment to FinServe Online Amsterdam (Amsterdam) — €4,582.70 on 7 Jan 2025. Ref: C0BQOF19BP."
TXN20250202004605,274.39,U000028,19:05:46,2025-02-02,USD,MediCare Plus Chicago 023,Chicago,MUS00023,CREDIT,41.849146,-87.628149,8099,US,United States,NA,100023,ISSR_US_205,ACQ_NA_403,$274.39 charged for health & medical services at MediCare Plus Chicago (Chicago) on 2 Feb 2025.
TXN20250212004606,77.7,U000192,17:58:19,2025-02-12,USD,RideNow Chicago 059,Chicago,MUS00059,CREDIT,41.887767,-87.617645,4121,US,United States,NA,100059,ISSR_US_101,ACQ_NA_401,Local transport: RideNow Chicago · Chicago · $77.70 · 12 Feb 2025. Ref: 0KQHJ9.
TXN20250222004607,7.62,U000172,04:54:48,2025-02-22,CAD,QuickBite Vancouver 156,Vancouver,MCA00156,CREDIT,49.248046,-123.143415,5814,CA,Canada,NA,100156,ISSR_CA_214,ACQ_NA_403,"Food & drink purchase at QuickBite Vancouver, Vancouver — CA$7.62 — 22 Feb 2025. Ref: 3V6N2X."
TXN20250125004608,1077.7,U000446,09:17:24,2025-01-25,AED,Luxura Retail Dubai 035,Dubai,MAE00035,CREDIT,25.230817,55.298012,5651,AE,United Arab Emirates,MEA,100035,ISSR_AE_152,ACQ_MEA_602,"AED1,077.70 charged to your Credit card at Luxura Retail Dubai (Dubai)."
TXN20250108004609,1652.16,U000381,09:07:04,2025-01-08,EUR,ElectroHub Madrid 066,Madrid,MES00066,CREDIT,40.411738,-3.676278,5732,ES,Spain,EMEA,100066,ISSR_ES_241,ACQ_EMEA_502,"Electronics purchase at ElectroHub Madrid, Madrid — €1,652.16 via swipe on 8 Jan 2025."
TXN20250205004610,17.42,U000015,04:00:04,2025-02-05,CAD,QuickBite Toronto 019,Toronto,MCA00019,CREDIT,43.617305,-79.366966,5814,CA,Canada,NA,100019,ISSR_CA_110,ACQ_NA_403,"Dining at QuickBite Toronto, Toronto — CA$17.42 via contactless on 5 Feb 2025."
TXN20250320004611,150.71,U000707,13:11:00,2025-03-20,EUR,MetroFuel Madrid 067,Madrid,MES00067,PREPAID,40.429359,-3.731612,5541,ES,Spain,EMEA,100067,ISSR_ES_241,ACQ_EMEA_503,"Fuel & convenience purchase at MetroFuel Madrid, Madrid — €150.71 on 20 Mar 2025. Ref: 2YRELZ."
TXN20250107004612,142.0,U000051,23:30:20,2025-01-07,INR,Luxura Retail Mumbai 193,Mumbai,MIN00193,CREDIT,19.053113,72.849736,5651,IN,India,APAC,100193,ISSR_IN_188,ACQ_APAC_703,"In-store fashion purchase at Luxura Retail Mumbai, Mumbai — INR142 on 7 Jan 2025."
