tran_sequence_number,Transaction_Amount,transaction_currency_code,card_type,ICA_code,issr_id,acquirer_id,transaction_date,transaction_time,transaction_narration
TXN20250202004749,33,JPY,DEBIT,100049,ISSR_JP_174,ACQ_APAC_702,2025-02-02,02:05:22,"This transaction was a small-ticket debit card payment of 33 JPY at RideNow Osaka 049, a ride-hailing and local transport merchant in Osaka, JP, within the APAC region. It took place on 2025-02-02 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250306004750,6.02,SGD,CREDIT,100050,ISSR_SG_158,ACQ_APAC_702,2025-03-06,05:50:31,"This transaction was a micro credit card payment of 6.02 SGD at StreamSphere Singapore 050, a digital subscription services merchant in Singapore, SG, within the APAC region. It took place on 2025-03-06 during late-night weekday hours and can be described as digital recurring, late-night activity."
TXN20250303004751,2800.36,EUR,CREDIT,100015,ISSR_FR_126,ACQ_EMEA_502,2025-03-03,23:21:17,"This transaction was a very high-value credit card payment of 2800.36 EUR at EduPrime Paris 015, a education services merchant in Paris, FR, within the EMEA region. It took place on 2025-03-03 during late-night weekday hours and can be described as very high-value."
TXN20250102004752,118.69,USD,CREDIT,100057,ISSR_US_319,ACQ_NA_401,2025-01-02,03:40:27,"This transaction was a mid-value credit card payment of 118.69 USD at UrbanTable New York 057, a restaurant dining merchant in New York, US, within the NA region. It took place on 2025-01-02 during late-night weekday hours and can be described as late-night activity."
TXN20250122004753,1006.64,USD,CREDIT,100047,ISSR_US_205,ACQ_NA_403,2025-01-22,04:38:07,"This transaction was a high-value credit card payment of 1006.64 USD at CloudStay San Francisco 047, a lodging and hospitality merchant in San Francisco, US, within the NA region. It took place on 2025-01-22 during late-night weekday hours and can be described as high-value, travel-related, late-night activity."
TXN20250131004754,53.91,GBP,CREDIT,100191,ISSR_GB_224,ACQ_EMEA_502,2025-01-31,09:55:59,"This transaction was a small-ticket credit card payment of 53.91 GBP at FreshMart London 191, a grocery retail merchant in London, GB, within the EMEA region. It took place on 2025-01-31 during morning weekday hours and can be described as everyday consumer spend."
TXN20250124004755,3623.57,EUR,PREPAID,100185,ISSR_DE_238,ACQ_EMEA_502,2025-01-24,06:13:16,"This transaction was a very high-value prepaid card payment of 3623.57 EUR at FinServe Online Berlin 185, a financial services merchant in Berlin, DE, within the EMEA region. It took place on 2025-01-24 during morning weekday hours and can be described as very high-value, cash-like financial services, prepaid instrument."
TXN20250107004756,131.84,USD,PREPAID,100116,ISSR_US_205,ACQ_NA_402,2025-01-07,09:10:36,"This transaction was a mid-value prepaid card payment of 131.84 USD at MarketSquare San Francisco 116, a general retail merchant in San Francisco, US, within the NA region. It took place on 2025-01-07 during morning weekday hours and can be described as prepaid instrument."
TXN20250325004757,12.87,CAD,CREDIT,100019,ISSR_CA_110,ACQ_NA_403,2025-03-25,01:03:08,"This transaction was a micro credit card payment of 12.87 CAD at QuickBite Toronto 019, a quick service dining merchant in Toronto, CA, within the NA region. It took place on 2025-03-25 during late-night weekday hours and can be described as late-night activity."
TXN20250328004758,110.0,INR,DEBIT,100152,ISSR_IN_302,ACQ_APAC_703,2025-03-28,12:58:49,"This transaction was a mid-value debit card payment of 110.0 INR at MediCare Plus Bengaluru 152, a healthcare services merchant in Bengaluru, IN, within the APAC region. It took place on 2025-03-28 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250205004759,33.0,INR,DEBIT,100113,ISSR_IN_188,ACQ_APAC_702,2025-02-05,18:58:12,"This transaction was a small-ticket debit card payment of 33.0 INR at PharmaDirect Mumbai 113, a pharmacy and wellness merchant in Mumbai, IN, within the APAC region. It took place on 2025-02-05 during evening weekday hours and can be described as everyday consumer spend."
TXN20250224004760,1220.08,EUR,CREDIT,100042,ISSR_FR_229,ACQ_EMEA_502,2025-02-24,20:04:44,"This transaction was a high-value credit card payment of 1220.08 EUR at ElectroHub Paris 042, a consumer electronics merchant in Paris, FR, within the EMEA region. It took place on 2025-02-24 during evening weekday hours and can be described as high-value, premium electronics."
TXN20250306004761,19.7,USD,CREDIT,100164,ISSR_US_319,ACQ_NA_401,2025-03-06,19:26:32,"This transaction was a micro credit card payment of 19.7 USD at QuickBite New York 164, a quick service dining merchant in New York, US, within the NA region. It took place on 2025-03-06 during evening weekday hours and can be described as everyday consumer spend."
TXN20250330004762,1035.8,EUR,CREDIT,100185,ISSR_DE_238,ACQ_EMEA_502,2025-03-30,00:28:26,"This transaction was a high-value credit card payment of 1035.8 EUR at FinServe Online Berlin 185, a financial services merchant in Berlin, DE, within the EMEA region. It took place on 2025-03-30 during late-night weekend hours and can be described as high-value, cash-like financial services, late-night activity, weekend spend."
TXN20250303004763,3601.76,GBP,CREDIT,100001,ISSR_GB_118,ACQ_EMEA_501,2025-03-03,12:55:41,"This transaction was a very high-value credit card payment of 3601.76 GBP at FinServe Online Manchester 001, a financial services merchant in Manchester, GB, within the EMEA region. It took place on 2025-03-03 during afternoon weekday hours and can be described as very high-value, cash-like financial services."
TXN20250306004764,727.61,EUR,CREDIT,100066,ISSR_ES_241,ACQ_EMEA_502,2025-03-06,13:12:40,"This transaction was a high-value credit card payment of 727.61 EUR at ElectroHub Madrid 066, a consumer electronics merchant in Madrid, ES, within the EMEA region. It took place on 2025-03-06 during afternoon weekday hours and can be described as high-value, premium electronics."
TXN20250216004765,4028.24,CAD,CREDIT,100200,ISSR_CA_214,ACQ_NA_403,2025-02-16,02:51:27,"This transaction was a very high-value credit card payment of 4028.24 CAD at EduPrime Vancouver 200, a education services merchant in Vancouver, CA, within the NA region. It took place on 2025-02-16 during late-night weekend hours and can be described as very high-value, late-night activity, weekend spend."
TXN20250330004766,376.33,USD,DEBIT,100023,ISSR_US_205,ACQ_NA_403,2025-03-30,02:08:59,"This transaction was a mid-value debit card payment of 376.33 USD at MediCare Plus Chicago 023, a healthcare services merchant in Chicago, US, within the NA region. It took place on 2025-03-30 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250320004767,136.61,CAD,CREDIT,100143,ISSR_CA_214,ACQ_NA_403,2025-03-20,03:07:04,"This transaction was a mid-value credit card payment of 136.61 CAD at PharmaDirect Vancouver 143, a pharmacy and wellness merchant in Vancouver, CA, within the NA region. It took place on 2025-03-20 during late-night weekday hours and can be described as late-night activity."
TXN20250321004768,25.89,SGD,CREDIT,100140,ISSR_SG_271,ACQ_APAC_701,2025-03-21,15:11:36,"This transaction was a small-ticket credit card payment of 25.89 SGD at QuickBite Singapore 140, a quick service dining merchant in Singapore, SG, within the APAC region. It took place on 2025-03-21 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250329004769,329.0,INR,CREDIT,100138,ISSR_IN_302,ACQ_APAC_701,2025-03-29,21:14:54,"This transaction was a mid-value credit card payment of 329.0 INR at MediCare Plus Mumbai 138, a healthcare services merchant in Mumbai, IN, within the APAC region. It took place on 2025-03-29 during evening weekend hours and can be described as weekend spend."
TXN20250218004770,745.0,INR,CREDIT,100178,ISSR_IN_302,ACQ_APAC_702,2025-02-18,07:38:13,"This transaction was a high-value credit card payment of 745.0 INR at CloudStay Mumbai 178, a lodging and hospitality merchant in Mumbai, IN, within the APAC region. It took place on 2025-02-18 during morning weekday hours and can be described as high-value, travel-related."
TXN20250303004771,7.2,CAD,DEBIT,100019,ISSR_CA_110,ACQ_NA_403,2025-03-03,08:25:03,"This transaction was a micro debit card payment of 7.2 CAD at QuickBite Toronto 019, a quick service dining merchant in Toronto, CA, within the NA region. It took place on 2025-03-03 during morning weekday hours and can be described as everyday consumer spend."
TXN20250106004772,1320.3,EUR,CREDIT,100039,ISSR_NL_149,ACQ_EMEA_501,2025-01-06,05:54:41,"This transaction was a high-value credit card payment of 1320.3 EUR at CloudStay Amsterdam 039, a lodging and hospitality merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-01-06 during late-night weekday hours and can be described as high-value, travel-related, late-night activity."
TXN20250106004773,1376.89,CAD,CREDIT,100147,ISSR_CA_214,ACQ_NA_403,2025-01-06,21:50:23,"This transaction was a high-value credit card payment of 1376.89 CAD at CloudStay Toronto 147, a lodging and hospitality merchant in Toronto, CA, within the NA region. It took place on 2025-01-06 during evening weekday hours and can be described as high-value, travel-related."
TXN20250124004774,28.04,EUR,CREDIT,100177,ISSR_FR_229,ACQ_EMEA_502,2025-01-24,03:34:18,"This transaction was a small-ticket credit card payment of 28.04 EUR at PharmaDirect Paris 177, a pharmacy and wellness merchant in Paris, FR, within the EMEA region. It took place on 2025-01-24 during late-night weekday hours and can be described as late-night activity."
TXN20250207004775,78.5,GBP,CREDIT,100043,ISSR_GB_118,ACQ_EMEA_503,2025-02-07,06:24:48,"This transaction was a small-ticket credit card payment of 78.5 GBP at PharmaDirect London 043, a pharmacy and wellness merchant in London, GB, within the EMEA region. It took place on 2025-02-07 during morning weekday hours and can be described as everyday consumer spend."
TXN20250218004776,32.97,CAD,DEBIT,100156,ISSR_CA_214,ACQ_NA_403,2025-02-18,23:03:43,"This transaction was a small-ticket debit card payment of 32.97 CAD at QuickBite Vancouver 156, a quick service dining merchant in Vancouver, CA, within the NA region. It took place on 2025-02-18 during late-night weekday hours and can be described as everyday consumer spend."
TXN20250124004777,34.81,EUR,DEBIT,100146,ISSR_DE_238,ACQ_EMEA_501,2025-01-24,20:18:28,"This transaction was a small-ticket debit card payment of 34.81 EUR at RideNow Berlin 146, a ride-hailing and local transport merchant in Berlin, DE, within the EMEA region. It took place on 2025-01-24 during evening weekday hours and can be described as everyday consumer spend."
TXN20250109004778,3793.9,AED,CREDIT,100205,ISSR_AE_152,ACQ_MEA_602,2025-01-09,10:39:35,"This transaction was a very high-value credit card payment of 3793.9 AED at FinServe Online Dubai 205, a financial services merchant in Dubai, AE, within the MEA region. It took place on 2025-01-09 during morning weekday hours and can be described as very high-value, cash-like financial services."
TXN20250315004779,105.69,USD,CREDIT,100216,ISSR_US_319,ACQ_NA_401,2025-03-15,13:37:31,"This transaction was a mid-value credit card payment of 105.69 USD at MetroFuel Chicago 216, a fuel and convenience merchant in Chicago, US, within the NA region. It took place on 2025-03-15 during afternoon weekend hours and can be described as weekend spend."
TXN20250217004780,111.39,USD,CREDIT,100190,ISSR_US_205,ACQ_NA_401,2025-02-17,16:39:21,"This transaction was a mid-value credit card payment of 111.39 USD at MetroFuel New York 190, a fuel and convenience merchant in New York, US, within the NA region. It took place on 2025-02-17 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250222004781,88,JPY,CREDIT,100137,ISSR_JP_287,ACQ_APAC_701,2025-02-22,09:00:30,"This transaction was a small-ticket credit card payment of 88 JPY at FreshMart Osaka 137, a grocery retail merchant in Osaka, JP, within the APAC region. It took place on 2025-02-22 during morning weekend hours and can be described as weekend spend."
TXN20250306004782,1627.5,CAD,CREDIT,100110,ISSR_CA_110,ACQ_NA_403,2025-03-06,12:24:11,"This transaction was a high-value credit card payment of 1627.5 CAD at SkyJet Travel Toronto 110, a air travel merchant in Toronto, CA, within the NA region. It took place on 2025-03-06 during afternoon weekday hours and can be described as high-value, travel-related."
TXN20250221004783,8.71,USD,CREDIT,100213,ISSR_US_101,ACQ_NA_401,2025-02-21,06:46:14,"This transaction was a micro credit card payment of 8.71 USD at StreamSphere Chicago 213, a digital subscription services merchant in Chicago, US, within the NA region. It took place on 2025-02-21 during morning weekday hours and can be described as digital recurring."
TXN20250105004784,211.94,EUR,CREDIT,100148,ISSR_FR_126,ACQ_EMEA_502,2025-01-05,05:50:16,"This transaction was a mid-value credit card payment of 211.94 EUR at PharmaDirect Paris 148, a pharmacy and wellness merchant in Paris, FR, within the EMEA region. It took place on 2025-01-05 during late-night weekend hours and can be described as late-night activity, weekend spend."
